model_key,conversation_id,family,target_turn,policy_name,budget_fraction,answer_token_count,answer_avg_neg_logprob,answer_total_neg_logprob,full_answer_avg_neg_logprob,full_answer_total_neg_logprob,answer_avg_neg_logprob_delta,answer_total_neg_logprob_delta
qwen25_15b,stress_longdep_one_sentence,long_dependency,4,uniform,0.2,7,2.0892857142857144,14.625,1.0044642857142858,7.03125,1.0848214285714286,7.59375
qwen25_15b,stress_longdep_one_sentence,long_dependency,4,longllmlingua,0.2,7,2.107142857142857,14.75,1.0044642857142858,7.03125,1.1026785714285714,7.71875
qwen25_15b,stress_longdep_one_sentence,long_dependency,4,recency,0.2,7,2.0892857142857144,14.625,1.0044642857142858,7.03125,1.0848214285714286,7.59375
qwen25_15b,stress_longdep_one_sentence,long_dependency,4,lexical_tfidf,0.2,7,2.0892857142857144,14.625,1.0044642857142858,7.03125,1.0848214285714286,7.59375
qwen25_15b,stress_longdep_one_sentence,long_dependency,4,recency_keep_compress_drop,0.2,7,2.0892857142857144,14.625,1.0044642857142858,7.03125,1.0848214285714286,7.59375
qwen25_15b,stress_longdep_one_sentence,long_dependency,4,uniform,0.35,7,2.017857142857143,14.125,1.0044642857142858,7.03125,1.013392857142857,7.09375
qwen25_15b,stress_longdep_one_sentence,long_dependency,4,longllmlingua,0.35,7,1.5178571428571428,10.625,1.0044642857142858,7.03125,0.513392857142857,3.59375
qwen25_15b,stress_longdep_one_sentence,long_dependency,4,recency,0.35,7,2.017857142857143,14.125,1.0044642857142858,7.03125,1.013392857142857,7.09375
qwen25_15b,stress_longdep_one_sentence,long_dependency,4,lexical_tfidf,0.35,7,2.017857142857143,14.125,1.0044642857142858,7.03125,1.013392857142857,7.09375
qwen25_15b,stress_longdep_one_sentence,long_dependency,4,recency_keep_compress_drop,0.35,7,2.017857142857143,14.125,1.0044642857142858,7.03125,1.013392857142857,7.09375
qwen25_15b,stress_longdep_one_sentence,long_dependency,4,uniform,0.5,7,2.017857142857143,14.125,1.0044642857142858,7.03125,1.013392857142857,7.09375
qwen25_15b,stress_longdep_one_sentence,long_dependency,4,longllmlingua,0.5,7,1.4375,10.0625,1.0044642857142858,7.03125,0.4330357142857142,3.03125
qwen25_15b,stress_longdep_one_sentence,long_dependency,4,recency,0.5,7,2.017857142857143,14.125,1.0044642857142858,7.03125,1.013392857142857,7.09375
qwen25_15b,stress_longdep_one_sentence,long_dependency,4,lexical_tfidf,0.5,7,2.017857142857143,14.125,1.0044642857142858,7.03125,1.013392857142857,7.09375
qwen25_15b,stress_longdep_one_sentence,long_dependency,4,recency_keep_compress_drop,0.5,7,2.017857142857143,14.125,1.0044642857142858,7.03125,1.013392857142857,7.09375
qwen25_15b,stress_longdep_one_sentence,long_dependency,6,uniform,0.2,11,2.4431818181818183,26.875,0.19602272727272727,2.15625,2.2471590909090913,24.71875
qwen25_15b,stress_longdep_one_sentence,long_dependency,6,longllmlingua,0.2,11,1.8295454545454546,20.125,0.19602272727272727,2.15625,1.6335227272727273,17.96875
qwen25_15b,stress_longdep_one_sentence,long_dependency,6,recency,0.2,11,1.1079545454545454,12.1875,0.19602272727272727,2.15625,0.9119318181818181,10.03125
qwen25_15b,stress_longdep_one_sentence,long_dependency,6,lexical_tfidf,0.2,11,1.1079545454545454,12.1875,0.19602272727272727,2.15625,0.9119318181818181,10.03125
qwen25_15b,stress_longdep_one_sentence,long_dependency,6,recency_keep_compress_drop,0.2,11,1.1079545454545454,12.1875,0.19602272727272727,2.15625,0.9119318181818181,10.03125
qwen25_15b,stress_longdep_one_sentence,long_dependency,6,uniform,0.35,11,0.8693181818181818,9.5625,0.19602272727272727,2.15625,0.6732954545454545,7.40625
qwen25_15b,stress_longdep_one_sentence,long_dependency,6,longllmlingua,0.35,11,0.3806818181818182,4.1875,0.19602272727272727,2.15625,0.1846590909090909,2.03125
qwen25_15b,stress_longdep_one_sentence,long_dependency,6,recency,0.35,11,0.8693181818181818,9.5625,0.19602272727272727,2.15625,0.6732954545454545,7.40625
qwen25_15b,stress_longdep_one_sentence,long_dependency,6,lexical_tfidf,0.35,11,0.4034090909090909,4.4375,0.19602272727272727,2.15625,0.20738636363636362,2.28125
qwen25_15b,stress_longdep_one_sentence,long_dependency,6,recency_keep_compress_drop,0.35,11,0.8693181818181818,9.5625,0.19602272727272727,2.15625,0.6732954545454545,7.40625
qwen25_15b,stress_longdep_one_sentence,long_dependency,6,uniform,0.5,11,2.0,22.0,0.19602272727272727,2.15625,1.8039772727272727,19.84375
qwen25_15b,stress_longdep_one_sentence,long_dependency,6,longllmlingua,0.5,11,0.07634943181818182,0.83984375,0.19602272727272727,2.15625,-0.11967329545454544,-1.31640625
qwen25_15b,stress_longdep_one_sentence,long_dependency,6,recency,0.5,11,0.3806818181818182,4.1875,0.19602272727272727,2.15625,0.1846590909090909,2.03125
qwen25_15b,stress_longdep_one_sentence,long_dependency,6,lexical_tfidf,0.5,11,0.3806818181818182,4.1875,0.19602272727272727,2.15625,0.1846590909090909,2.03125
qwen25_15b,stress_longdep_one_sentence,long_dependency,6,recency_keep_compress_drop,0.5,11,0.8693181818181818,9.5625,0.19602272727272727,2.15625,0.6732954545454545,7.40625
