model_key,conversation_id,family,target_turn,policy_name,budget_fraction,answer_token_count,answer_avg_neg_logprob,answer_total_neg_logprob,full_answer_avg_neg_logprob,full_answer_total_neg_logprob,answer_avg_neg_logprob_delta,answer_total_neg_logprob_delta
qwen25_15b,stress_code_sql_query,code_conversation,4,uniform,0.2,12,1.84375,22.125,1.8125,21.75,0.03125,0.375
qwen25_15b,stress_code_sql_query,code_conversation,4,longllmlingua,0.2,12,1.78125,21.375,1.8125,21.75,-0.03125,-0.375
qwen25_15b,stress_code_sql_query,code_conversation,4,recency,0.2,12,1.84375,22.125,1.8125,21.75,0.03125,0.375
qwen25_15b,stress_code_sql_query,code_conversation,4,lexical_tfidf,0.2,12,1.84375,22.125,1.8125,21.75,0.03125,0.375
qwen25_15b,stress_code_sql_query,code_conversation,4,recency_keep_compress_drop,0.2,12,1.84375,22.125,1.8125,21.75,0.03125,0.375
qwen25_15b,stress_code_sql_query,code_conversation,4,uniform,0.35,12,2.2395833333333335,26.875,1.8125,21.75,0.4270833333333335,5.125
qwen25_15b,stress_code_sql_query,code_conversation,4,longllmlingua,0.35,12,1.7916666666666667,21.5,1.8125,21.75,-0.02083333333333326,-0.25
qwen25_15b,stress_code_sql_query,code_conversation,4,recency,0.35,12,2.2395833333333335,26.875,1.8125,21.75,0.4270833333333335,5.125
qwen25_15b,stress_code_sql_query,code_conversation,4,lexical_tfidf,0.35,12,2.2395833333333335,26.875,1.8125,21.75,0.4270833333333335,5.125
qwen25_15b,stress_code_sql_query,code_conversation,4,recency_keep_compress_drop,0.35,12,2.2395833333333335,26.875,1.8125,21.75,0.4270833333333335,5.125
qwen25_15b,stress_code_sql_query,code_conversation,4,uniform,0.5,12,2.2395833333333335,26.875,1.8125,21.75,0.4270833333333335,5.125
qwen25_15b,stress_code_sql_query,code_conversation,4,longllmlingua,0.5,12,1.5729166666666667,18.875,1.8125,21.75,-0.23958333333333326,-2.875
qwen25_15b,stress_code_sql_query,code_conversation,4,recency,0.5,12,2.2395833333333335,26.875,1.8125,21.75,0.4270833333333335,5.125
qwen25_15b,stress_code_sql_query,code_conversation,4,lexical_tfidf,0.5,12,2.2395833333333335,26.875,1.8125,21.75,0.4270833333333335,5.125
qwen25_15b,stress_code_sql_query,code_conversation,4,recency_keep_compress_drop,0.5,12,2.2395833333333335,26.875,1.8125,21.75,0.4270833333333335,5.125
qwen25_15b,stress_code_sql_query,code_conversation,6,uniform,0.2,47,0.5638297872340425,26.5,0.2912234042553192,13.6875,0.27260638297872336,12.8125
qwen25_15b,stress_code_sql_query,code_conversation,6,longllmlingua,0.2,47,0.7074468085106383,33.25,0.2912234042553192,13.6875,0.4162234042553192,19.5625
qwen25_15b,stress_code_sql_query,code_conversation,6,recency,0.2,47,0.5638297872340425,26.5,0.2912234042553192,13.6875,0.27260638297872336,12.8125
qwen25_15b,stress_code_sql_query,code_conversation,6,lexical_tfidf,0.2,47,0.5638297872340425,26.5,0.2912234042553192,13.6875,0.27260638297872336,12.8125
qwen25_15b,stress_code_sql_query,code_conversation,6,recency_keep_compress_drop,0.2,47,0.5638297872340425,26.5,0.2912234042553192,13.6875,0.27260638297872336,12.8125
qwen25_15b,stress_code_sql_query,code_conversation,6,uniform,0.35,47,1.053191489361702,49.5,0.2912234042553192,13.6875,0.7619680851063828,35.8125
qwen25_15b,stress_code_sql_query,code_conversation,6,longllmlingua,0.35,47,0.6196808510638298,29.125,0.2912234042553192,13.6875,0.3284574468085106,15.4375
qwen25_15b,stress_code_sql_query,code_conversation,6,recency,0.35,47,0.5638297872340425,26.5,0.2912234042553192,13.6875,0.27260638297872336,12.8125
qwen25_15b,stress_code_sql_query,code_conversation,6,lexical_tfidf,0.35,47,1.053191489361702,49.5,0.2912234042553192,13.6875,0.7619680851063828,35.8125
qwen25_15b,stress_code_sql_query,code_conversation,6,recency_keep_compress_drop,0.35,47,0.5638297872340425,26.5,0.2912234042553192,13.6875,0.27260638297872336,12.8125
qwen25_15b,stress_code_sql_query,code_conversation,6,uniform,0.5,47,1.1063829787234043,52.0,0.2912234042553192,13.6875,0.8151595744680851,38.3125
qwen25_15b,stress_code_sql_query,code_conversation,6,longllmlingua,0.5,47,0.6569148936170213,30.875,0.2912234042553192,13.6875,0.3656914893617021,17.1875
qwen25_15b,stress_code_sql_query,code_conversation,6,recency,0.5,47,0.5531914893617021,26.0,0.2912234042553192,13.6875,0.261968085106383,12.3125
qwen25_15b,stress_code_sql_query,code_conversation,6,lexical_tfidf,0.5,47,1.1063829787234043,52.0,0.2912234042553192,13.6875,0.8151595744680851,38.3125
qwen25_15b,stress_code_sql_query,code_conversation,6,recency_keep_compress_drop,0.5,47,0.46808510638297873,22.0,0.2912234042553192,13.6875,0.17686170212765956,8.3125
