model_key,conversation_id,family,target_turn,policy_name,budget_fraction,answer_token_count,answer_avg_neg_logprob,answer_total_neg_logprob,full_answer_avg_neg_logprob,full_answer_total_neg_logprob,answer_avg_neg_logprob_delta,answer_total_neg_logprob_delta
qwen25_15b,stress_retrieval_travel_itinerary,retrieval_heavy,4,uniform,0.2,16,1.1171875,17.875,0.609375,9.75,0.5078125,8.125
qwen25_15b,stress_retrieval_travel_itinerary,retrieval_heavy,4,longllmlingua,0.2,16,0.69921875,11.1875,0.609375,9.75,0.08984375,1.4375
qwen25_15b,stress_retrieval_travel_itinerary,retrieval_heavy,4,recency,0.2,16,1.1171875,17.875,0.609375,9.75,0.5078125,8.125
qwen25_15b,stress_retrieval_travel_itinerary,retrieval_heavy,4,lexical_tfidf,0.2,16,1.1171875,17.875,0.609375,9.75,0.5078125,8.125
qwen25_15b,stress_retrieval_travel_itinerary,retrieval_heavy,4,recency_keep_compress_drop,0.2,16,1.1171875,17.875,0.609375,9.75,0.5078125,8.125
qwen25_15b,stress_retrieval_travel_itinerary,retrieval_heavy,4,uniform,0.35,16,0.68359375,10.9375,0.609375,9.75,0.07421875,1.1875
qwen25_15b,stress_retrieval_travel_itinerary,retrieval_heavy,4,longllmlingua,0.35,16,0.5703125,9.125,0.609375,9.75,-0.0390625,-0.625
qwen25_15b,stress_retrieval_travel_itinerary,retrieval_heavy,4,recency,0.35,16,0.68359375,10.9375,0.609375,9.75,0.07421875,1.1875
qwen25_15b,stress_retrieval_travel_itinerary,retrieval_heavy,4,lexical_tfidf,0.35,16,0.68359375,10.9375,0.609375,9.75,0.07421875,1.1875
qwen25_15b,stress_retrieval_travel_itinerary,retrieval_heavy,4,recency_keep_compress_drop,0.35,16,0.68359375,10.9375,0.609375,9.75,0.07421875,1.1875
qwen25_15b,stress_retrieval_travel_itinerary,retrieval_heavy,4,uniform,0.5,16,0.68359375,10.9375,0.609375,9.75,0.07421875,1.1875
qwen25_15b,stress_retrieval_travel_itinerary,retrieval_heavy,4,longllmlingua,0.5,16,0.458984375,7.34375,0.609375,9.75,-0.150390625,-2.40625
qwen25_15b,stress_retrieval_travel_itinerary,retrieval_heavy,4,recency,0.5,16,0.68359375,10.9375,0.609375,9.75,0.07421875,1.1875
qwen25_15b,stress_retrieval_travel_itinerary,retrieval_heavy,4,lexical_tfidf,0.5,16,0.68359375,10.9375,0.609375,9.75,0.07421875,1.1875
qwen25_15b,stress_retrieval_travel_itinerary,retrieval_heavy,4,recency_keep_compress_drop,0.5,16,0.68359375,10.9375,0.609375,9.75,0.07421875,1.1875
qwen25_15b,stress_retrieval_travel_itinerary,retrieval_heavy,6,uniform,0.2,12,3.375,40.5,0.8177083333333334,9.8125,2.5572916666666665,30.6875
qwen25_15b,stress_retrieval_travel_itinerary,retrieval_heavy,6,longllmlingua,0.2,12,2.7916666666666665,33.5,0.8177083333333334,9.8125,1.973958333333333,23.6875
qwen25_15b,stress_retrieval_travel_itinerary,retrieval_heavy,6,recency,0.2,12,3.375,40.5,0.8177083333333334,9.8125,2.5572916666666665,30.6875
qwen25_15b,stress_retrieval_travel_itinerary,retrieval_heavy,6,lexical_tfidf,0.2,12,3.375,40.5,0.8177083333333334,9.8125,2.5572916666666665,30.6875
qwen25_15b,stress_retrieval_travel_itinerary,retrieval_heavy,6,recency_keep_compress_drop,0.2,12,3.375,40.5,0.8177083333333334,9.8125,2.5572916666666665,30.6875
qwen25_15b,stress_retrieval_travel_itinerary,retrieval_heavy,6,uniform,0.35,12,3.0833333333333335,37.0,0.8177083333333334,9.8125,2.265625,27.1875
qwen25_15b,stress_retrieval_travel_itinerary,retrieval_heavy,6,longllmlingua,0.35,12,0.9895833333333334,11.875,0.8177083333333334,9.8125,0.171875,2.0625
qwen25_15b,stress_retrieval_travel_itinerary,retrieval_heavy,6,recency,0.35,12,2.3333333333333335,28.0,0.8177083333333334,9.8125,1.515625,18.1875
qwen25_15b,stress_retrieval_travel_itinerary,retrieval_heavy,6,lexical_tfidf,0.35,12,2.0,24.0,0.8177083333333334,9.8125,1.1822916666666665,14.1875
qwen25_15b,stress_retrieval_travel_itinerary,retrieval_heavy,6,recency_keep_compress_drop,0.35,12,2.3333333333333335,28.0,0.8177083333333334,9.8125,1.515625,18.1875
qwen25_15b,stress_retrieval_travel_itinerary,retrieval_heavy,6,uniform,0.5,12,3.3333333333333335,40.0,0.8177083333333334,9.8125,2.515625,30.1875
qwen25_15b,stress_retrieval_travel_itinerary,retrieval_heavy,6,longllmlingua,0.5,12,1.4166666666666667,17.0,0.8177083333333334,9.8125,0.5989583333333334,7.1875
qwen25_15b,stress_retrieval_travel_itinerary,retrieval_heavy,6,recency,0.5,12,0.8125,9.75,0.8177083333333334,9.8125,-0.00520833333333337,-0.0625
qwen25_15b,stress_retrieval_travel_itinerary,retrieval_heavy,6,lexical_tfidf,0.5,12,0.84375,10.125,0.8177083333333334,9.8125,0.02604166666666663,0.3125
qwen25_15b,stress_retrieval_travel_itinerary,retrieval_heavy,6,recency_keep_compress_drop,0.5,12,0.8125,9.75,0.8177083333333334,9.8125,-0.00520833333333337,-0.0625
